# 601 snapshots
# linear spacing in scale-factor
# times assume cosmology from ELVIS:
# Omega_m = 0.266, Omega_l = 0.734, Omega_b = 0.0449,
# h = 0.71, sigma_8 = 0.801, n_s = 0.963
# i scale-factor redshift time[Gyr] lookback-time[Gyr] time-width[Myr]
434 0.750000000  0.333333373 10.031718515  3.695462021  25.0398
435 0.751592398  0.330508351 10.056741957  3.670438579  25.0234
436 0.753184676  0.327695608 10.081747137  3.645433399  25.0052
437 0.754777074  0.324894547 10.106737720  3.620442816  24.9906
438 0.756369412  0.322105289 10.131710821  3.595469715  24.9731
439 0.757961810  0.319327712 10.156668230  3.570512306  24.9574
440 0.759554088  0.316561937 10.181607069  3.545573467  24.9388
441 0.761146486  0.313807607 10.206530997  3.520649539  24.9239
442 0.762738883  0.311064720 10.231438069  3.495742466  24.9071
443 0.764331222  0.308333278 10.256327282  3.470853254  24.8892
444 0.765923619  0.305613160 10.281200423  3.445980113  24.8731
445 0.767515898  0.302904606 10.306054629  3.421125907  24.8542
446 0.769108295  0.300207019 10.330893549  3.396286987  24.8389
447 0.770700574  0.297520757 10.355713393  3.371467143  24.8198
448 0.772292972  0.294845343 10.380517807  3.346662728  24.8044
449 0.773885429  0.292180896 10.405305791  3.321874745  24.7880
450 0.775477707  0.289527774 10.430073567  3.297106969  24.7678
451 0.777070105  0.286885142 10.454825703  3.272354833  24.7521
452 0.778662384  0.284253597 10.479558427  3.247622109  24.7327
453 0.780254781  0.281632662 10.504275376  3.222905160  24.7169
454 0.781847119  0.279022455 10.528973708  3.198206827  24.6983
455 0.783439517  0.276422739 10.553655209  3.173525327  24.6815
456 0.785031796  0.273833752 10.578317042  3.148863494  24.6618
457 0.786624193  0.271255136 10.602962839  3.124217697  24.6458
458 0.788216591  0.268686771 10.627590690  3.099589846  24.6279
459 0.789808929  0.266129017 10.652199613  3.074980923  24.6089
460 0.791401327  0.263581395 10.676791390  3.050389146  24.5918
461 0.792993605  0.261044264 10.701363200  3.025817336  24.5718
462 0.794586003  0.258517027 10.725918664  3.001261872  24.5555
463 0.796178281  0.256000042 10.750454047  2.976726489  24.5354
464 0.797770679  0.253493071 10.774972965  2.952207571  24.5189
465 0.799363077  0.250995994 10.799473524  2.927707012  24.5006
466 0.800955415  0.248508930 10.823954751  2.903225785  24.4812
467 0.802547812  0.246031642 10.848418425  2.878762111  24.4637
468 0.804140091  0.243564367 10.872861744  2.854318791  24.4433
469 0.805732489  0.241106749 10.897288316  2.829892220  24.4266
470 0.807324827  0.238658786 10.921695342  2.805485194  24.4070
471 0.808917224  0.236220479 10.946084597  2.781095938  24.3893
472 0.810509622  0.233791590 10.970455117  2.756725419  24.3705
473 0.812101901  0.231372595 10.994805028  2.732375508  24.3499
474 0.813694298  0.228962779 11.019137925  2.708042611  24.3329
475 0.815286577  0.226562619 11.043450116  2.683730419  24.3122
476 0.816878974  0.224171519 11.067745193  2.659435343  24.2951
477 0.818471313  0.221789956 11.092020378  2.635160158  24.2752
478 0.820063710  0.219417453 11.116277441  2.610903095  24.2571
479 0.821656108  0.217054129 11.140515426  2.586665109  24.2380
480 0.823248386  0.214700222 11.164732476  2.562448060  24.2170
481 0.824840784  0.212355137 11.188932170  2.538248366  24.1997
482 0.826433122  0.210019231 11.213111745  2.514068791  24.1796
483 0.828025520  0.207692266 11.237272968  2.489907568  24.1612
484 0.829617798  0.205374360 11.261413084  2.465767452  24.1401
485 0.831210196  0.203065157 11.285535663  2.441644873  24.1226
486 0.832802474  0.200764894 11.309637053  2.417543483  24.1014
487 0.834394872  0.198473334 11.333720820  2.393459716  24.0838
488 0.835987329  0.196190357 11.357786020  2.369394516  24.0652
489 0.837579608  0.193916321 11.381829010  2.345351526  24.0430
490 0.839172006  0.191650867 11.405854254  2.321326282  24.0252
491 0.840764284  0.189393997 11.429858115  2.297322421  24.0039
492 0.842356682  0.187145591 11.453844149  2.273336387  23.9860
493 0.843949020  0.184905648 11.477809623  2.249370913  23.9655
494 0.845541418  0.182674170 11.501756295  2.225424241  23.9467
495 0.847133815  0.180451035 11.525683232  2.201497304  23.9269
496 0.848726094  0.178236485 11.549588608  2.177591928  23.9054
497 0.850318491  0.176029921 11.573475967  2.153704569  23.8874
498 0.851910830  0.173831820 11.597342592  2.129837944  23.8666
499 0.853503227  0.171641707 11.621190235  2.105990301  23.8476
500 0.855095506  0.169460058 11.645016186  2.082164350  23.8260
501 0.856687903  0.167286277 11.668823981  2.058356555  23.8078
502 0.858280301  0.165120482 11.692611801  2.034568735  23.7878
503 0.859872580  0.162963033 11.716377838  2.010802698  23.7660
504 0.861464977  0.160813332 11.740125618  1.987054918  23.7478
505 0.863057315  0.158671618 11.763852443  1.963328093  23.7268
506 0.864649713  0.156537652 11.787560059  1.939620476  23.7076
507 0.866241992  0.154411793 11.811245777  1.915934759  23.6857
508 0.867834389  0.152293563 11.834913114  1.892267422  23.6673
509 0.869426787  0.150183082 11.858560267  1.868620269  23.6472
510 0.871019125  0.148080468 11.882186325  1.844994211  23.6261
511 0.872611523  0.145985365 11.905793030  1.821387506  23.6067
512 0.874203801  0.143898010 11.929377705  1.797802831  23.5847
513 0.875796199  0.141818166 11.952943855  1.774236681  23.5662
514 0.877388477  0.139745951 11.976487926  1.750692610  23.5441
515 0.878980875  0.137681127 12.000013419  1.727167117  23.5255
516 0.880573213  0.135623932 12.023517667  1.703662869  23.5042
517 0.882165611  0.133574009 12.047002405  1.680178131  23.4847
518 0.883758008  0.131531477 12.070466729  1.656713807  23.4643
519 0.885350287  0.129496455 12.093908862  1.633271674  23.4421
520 0.886942685  0.127468586 12.117332291  1.609848245  23.4234
521 0.888535023  0.125447989 12.140734364  1.586446172  23.4021
522 0.890127420  0.123434663 12.164116811  1.563063725  23.3824
523 0.891719699  0.121428609 12.187476986  1.539703550  23.3602
524 0.893312097  0.119429588 12.210818367  1.516362169  23.3414
525 0.894904494  0.117437720 12.234139183  1.493041353  23.3208
526 0.896496773  0.115453005 12.257437673  1.469742863  23.2985
527 0.898089170  0.113475204 12.280717305  1.446463231  23.2796
528 0.899681509  0.111504436 12.303975445  1.423205090  23.2581
529 0.901273906  0.109540582 12.327213818  1.399966718  23.2384
530 0.902866185  0.107583880 12.350429796  1.376750740  23.2160
531 0.904458582  0.105633855 12.373626839  1.353553697  23.1970
532 0.906050980  0.103690624 12.396803191  1.330377345  23.1764
533 0.907643318  0.101754427 12.419957969  1.307222566  23.1548
534 0.909235716  0.099824786 12.443092892  1.284087643  23.1349
535 0.910827994  0.097902179 12.466205348  1.260975188  23.1125
536 0.912420392  0.095986009 12.489298781  1.237881755  23.0934
537 0.914012671  0.094076753 12.512369720  1.214810816  23.0709
538 0.915605128  0.092173934 12.535422468  1.191758068  23.0527
539 0.917197526  0.090277672 12.558453557  1.168726978  23.0311
540 0.918789804  0.088388205 12.581462117  1.145718419  23.0086
541 0.920382202  0.086505175 12.604451578  1.122728958  22.9895
542 0.921974480  0.084628701 12.627418488  1.099762048  22.9669
543 0.923566878  0.082758665 12.650366272  1.076814264  22.9478
544 0.925159216  0.080895066 12.673292341  1.053888195  22.9261
545 0.926751614  0.079037786 12.696198401  1.030982135  22.9061
546 0.928343892  0.077187061 12.719081870  1.008098666  22.8835
547 0.929936290  0.075342536 12.741946164  0.985234372  22.8643
548 0.931528687  0.073504210 12.764789559  0.962390976  22.8434
549 0.933121026  0.071672320 12.787611192  0.939569343  22.8216
550 0.934713423  0.069846630 12.810412763  0.916767773  22.8016
551 0.936305702  0.068027258 12.833191702  0.893988834  22.7789
552 0.937898099  0.066213965 12.855951413  0.871229122  22.7597
553 0.939490378  0.064406872 12.878688481  0.848492055  22.7371
554 0.941082776  0.062605739 12.901406302  0.825774234  22.7178
555 0.942675173  0.060810804 12.924103165  0.803077371  22.6969
556 0.944267511  0.059021950 12.946778217  0.780402319  22.6751
557 0.945859909  0.057239056 12.969433147  0.757747389  22.6549
558 0.947452188  0.055462241 12.992065407  0.735115129  22.6323
559 0.949044585  0.053691268 13.014678380  0.712502156  22.6130
560 0.950636923  0.051926374 13.037269521  0.689911015  22.5911
561 0.952229321  0.050167203 13.059840515  0.667340021  22.5710
562 0.953821719  0.048413992 13.082390512  0.644790024  22.5500
563 0.955413997  0.046666741 13.104917822  0.622262714  22.5273
564 0.957006395  0.044925094 13.127425814  0.599754722  22.5080
565 0.958598673  0.043189406 13.149911115  0.577269421  22.4853
566 0.960191071  0.041459441 13.172377087  0.554803449  22.4660
567 0.961783409  0.039735079 13.194821205  0.532359331  22.4441
568 0.963375807  0.038016558 13.217245145  0.509935390  22.4239
569 0.964968204  0.036303520 13.239648066  0.487532470  22.4029
570 0.966560483  0.034596443 13.262028290  0.465152246  22.3802
571 0.968152881  0.032894731 13.284389167  0.442791369  22.3609
572 0.969745219  0.031198740 13.306728183  0.420452353  22.3390
573 0.971337616  0.029508114 13.329047010  0.398133526  22.3188
574 0.972929895  0.027823329 13.351343142  0.375837394  22.2961
575 0.974522293  0.026143789 13.373619917  0.353560618  22.2768
576 0.976114571  0.024469852 13.395874001  0.331306535  22.2541
577 0.977707028  0.022801280 13.418109556  0.309070980  22.2356
578 0.979299426  0.021138191 13.440323253  0.286857283  22.2137
579 0.980891705  0.019480586 13.462514264  0.264666272  22.1910
580 0.982484102  0.017828226 13.484685914  0.242494622  22.1716
581 0.984076381  0.016181231 13.506834883  0.220345653  22.1490
582 0.985668778  0.014539599 13.528964491  0.198216045  22.1296
583 0.987261117  0.012903214 13.551072253  0.176108283  22.1078
584 0.988853514  0.011272073 13.573159827  0.154020709  22.0876
585 0.990445912  0.009646297 13.595226387  0.131954149  22.0666
586 0.992038190  0.008025765 13.617270286  0.109910249  22.0439
587 0.993630588  0.006410241 13.639294830  0.087885706  22.0245
588 0.995222926  0.004799962 13.661297545  0.065882991  22.0027
589 0.996815324  0.003194809 13.683280084  0.043900451  21.9825
590 0.998407602  0.001594901 13.705239984  0.021940552  21.9599
591 0.998566926  0.001435161 13.707436134  0.019744402   2.1961
592 0.998726130  0.001275539 13.709630431  0.017550105   2.1943
593 0.998885393  0.001115799 13.711825339  0.015355197   2.1949
594 0.999044597  0.000956297 13.714019216  0.013161320   2.1939
595 0.999203801  0.000796795 13.716212884  0.010967652   2.1937
596 0.999363124  0.000637293 13.718407983  0.008772552   2.1951
597 0.999522328  0.000477910 13.720601231  0.006579305   2.1932
598 0.999681473  0.000318646 13.722793448  0.004387088   2.1922
599 0.999840796  0.000159264 13.724987918  0.002192618   2.1945
600 1.000000000  0.000000000 13.727180536  0.000000000   2.1926
